loan_id,customer_id,branch_id,loan_type_id,disbursement_date,due_date,loan_amount,interest_rate,emi_amount,paid_amount,outstanding_balance,loan_status,default_flag
L02924,C0754,B001,3,15-12-22,13-12-28,4867631,14.67,44619.95,2310215.46,2557415.54,Active,No
L02925,C0170,B015,1,03-09-22,02-09-27,3344065,11.61,30653.93,1027306.77,2316758.23,Closed,No
L02926,C1279,B012,2,15-06-24,14-06-30,2501029,8.55,22926.1,2296085.89,204943.11,Active,No
L02927,C0929,B029,6,23-05-24,21-05-33,3178394,12.66,29135.28,1000335.13,2178058.87,Defaulted,Yes
L02928,C1332,B011,1,28-05-23,27-05-25,1475946,12.38,13529.51,1210089.2,265856.8,Active,No
L02929,C0767,B016,3,28-12-23,26-12-28,1651674,10.06,15140.35,452600.13,1199073.87,Closed,No
L02930,C0278,B016,6,03-03-22,01-03-29,1815549,13.62,16642.53,421730.52,1393818.48,Closed,No
L02931,C1121,B005,3,26-09-22,26-09-23,3985849,9.01,36536.95,1442817.35,2543031.65,Active,No
L02932,C1482,B030,1,17-01-24,16-01-27,3139830,13.4,28781.78,2344076.5,795753.5,Active,No
L02933,C1194,B007,4,19-10-22,18-10-26,2496884,9.82,22888.1,518566.7,1978317.3,Closed,No
L02934,C1468,B003,5,05-05-24,05-05-25,284985,10.39,2612.36,188289.48,96695.52,Active,No
L02935,C1194,B019,1,30-04-24,30-04-25,1482157,9.76,13586.44,715682.52,766474.48,Active,No
L02936,C0280,B026,6,16-04-24,15-04-28,4113553,14.73,37707.57,2822825.84,1290727.16,Active,No
L02937,C1218,B003,1,29-11-22,28-11-26,2637442,13.9,24176.55,1385472.12,1251969.88,Active,No
L02938,C0752,B016,1,29-01-24,28-01-28,2056419,9.21,18850.51,842286.39,1214132.61,Active,No
L02939,C0876,B018,4,25-02-24,24-02-26,3727278,8.99,34166.72,2808592.05,918685.95,Closed,No
L02940,C0239,B005,1,02-09-22,01-09-25,2535666,12.45,23243.6,2169285.72,366380.28,Active,No
L02941,C0081,B003,3,14-12-23,11-12-33,1809735,14.37,16589.24,1089461.62,720273.38,Defaulted,Yes
L02942,C1234,B002,5,28-07-23,25-07-32,388314,12.66,3559.55,128224.75,260089.25,Active,No
L02943,C0619,B026,3,30-12-23,29-12-26,689179,9.01,6317.47,456730.33,232448.67,Closed,No
L02944,C1209,B002,5,24-04-24,24-04-27,4900625,8.06,44922.4,1402333.04,3498291.96,Active,No
L02945,C1490,B027,6,11-08-22,10-08-26,1712234,8.25,15695.48,782057.32,930176.68,Defaulted,Yes
L02946,C1283,B013,4,05-06-22,05-06-23,2058778,15.43,18872.13,1664110.82,394667.18,Closed,No
L02947,C1342,B007,6,30-12-23,27-12-32,680531,14.72,6238.2,632231.62,48299.38,Active,No
L02948,C0982,B010,1,05-04-22,03-04-28,1065960,14.01,9771.3,970327.63,95632.37,Closed,No
L02949,C0326,B001,2,31-01-22,30-01-27,1039645,15.12,9530.08,406856.96,632788.04,Active,No
L02950,C0157,B009,5,27-09-22,25-09-30,3185999,13.66,29204.99,1732819.82,1453179.18,Defaulted,Yes
L02951,C0711,B025,6,20-12-22,19-12-25,586802,10.36,5379.02,505295.83,81506.17,Active,No
L02952,C0773,B025,6,30-05-24,29-05-28,3952302,8.44,36229.44,1271135.65,2681166.35,Active,No
L02953,C1032,B024,1,27-01-22,27-01-24,1742877,12.72,15976.37,1271794.11,471082.89,Defaulted,Yes
L02954,C0901,B028,1,23-05-24,22-05-28,560285,13.58,5135.95,253453.77,306831.23,Closed,No
L02955,C0870,B013,4,11-08-23,10-08-24,3280252,7.61,30068.98,2912112.35,368139.65,Active,No
L02956,C0813,B013,6,01-09-23,29-08-33,2456657,9.46,22519.36,1282559.06,1174097.94,Active,No
L02957,C1414,B015,1,03-01-24,02-01-25,1248608,11.45,11445.57,1235437.6,13170.4,Active,No
L02958,C0055,B019,4,31-01-24,30-01-26,2769889,9.69,25390.65,1712710.9,1057178.1,Active,No
L02959,C0443,B010,2,19-02-22,19-02-23,4792864,13.89,43934.59,2572258.0,2220606.0,Active,No
L02960,C0601,B010,6,20-02-23,18-02-32,2932373,13.05,26880.09,2673274.06,259098.94,Closed,No
L02961,C0499,B015,3,20-07-23,17-07-33,1716466,13.36,15734.27,1198850.2,517615.8,Closed,No
L02962,C0666,B030,5,10-05-24,10-05-27,4946684,12.99,45344.6,2939863.79,2006820.21,Active,No
L02963,C0231,B007,5,18-07-23,17-07-25,2932539,14.65,26881.61,2328892.32,603646.68,Active,No
L02964,C1064,B028,2,07-03-23,06-03-27,300707,10.93,2756.48,292011.82,8695.18,Defaulted,Yes
L02965,C1002,B007,4,10-07-23,07-07-33,4804278,14.23,44039.22,4454048.64,350229.36,Active,No
L02966,C0067,B009,6,17-07-22,16-07-26,1319453,10.79,12094.99,1269680.59,49772.41,Active,No
L02967,C0561,B017,4,26-03-23,24-03-31,3154226,15.05,28913.74,1940181.65,1214044.35,Active,No
L02968,C0181,B005,1,30-09-22,28-09-29,924305,9.32,8472.8,475384.72,448920.28,Active,No
L02969,C0906,B016,4,14-04-23,13-04-24,2892704,8.47,26516.45,1377406.58,1515297.42,Active,No
L02970,C0228,B024,3,02-01-23,01-01-28,4406590,13.89,40393.74,1945631.65,2460958.35,Active,No
L02971,C0639,B023,2,14-01-23,12-01-30,3786058,14.63,34705.53,1297141.67,2488916.33,Active,No
L02972,C0629,B013,1,16-03-22,15-03-26,3573482,14.52,32756.92,2255624.54,1317857.46,Active,No
L02973,C0046,B026,3,19-03-22,17-03-28,849320,10.22,7785.43,520733.06,328586.94,Active,No
L02974,C0529,B006,6,08-10-23,06-10-30,2361680,11.51,21648.73,1188555.78,1173124.22,Active,No
L02975,C0475,B016,4,10-09-22,09-09-24,3285782,15.41,30119.67,1988705.57,1297076.43,Active,No
L02976,C1386,B009,6,06-04-24,05-04-30,329030,9.75,3016.11,118030.85,210999.15,Closed,No
L02977,C0869,B001,1,13-12-22,12-12-26,4853006,15.44,44485.89,2345641.5,2507364.5,Active,No
L02978,C1318,B005,2,21-05-24,19-05-32,823375,13.7,7547.6,225746.92,597628.08,Defaulted,Yes
L02979,C0547,B022,2,14-08-22,13-08-24,4484384,12.71,41106.85,2247240.54,2237143.46,Active,No
L02980,C0800,B026,5,15-01-24,14-01-28,3833104,11.78,35136.79,3047301.18,785802.82,Closed,No
L02981,C1391,B021,4,05-11-23,04-11-24,564349,15.34,5173.2,538299.13,26049.87,Active,No
L02982,C1239,B019,1,23-08-23,21-08-30,1724694,12.96,15809.7,701795.59,1022898.41,Closed,No
L02983,C0844,B026,6,05-01-23,04-01-28,378051,14.35,3465.47,240015.75,138035.25,Active,No
L02984,C1287,B009,5,11-02-24,09-02-29,261568,9.01,2397.71,102649.34,158918.66,Closed,No
L02985,C1416,B014,2,03-02-24,01-02-32,4075035,14.92,37354.49,3465253.31,609781.69,Active,No
L02986,C0625,B026,2,05-12-22,02-12-32,4935207,15.14,45239.4,2311193.01,2624013.99,Closed,No
L02987,C1180,B011,3,19-09-22,18-09-25,2491456,14.18,22838.35,1720214.24,771241.76,Active,No
L02988,C0725,B028,4,30-01-24,29-01-27,4092802,11.3,37517.35,3577336.31,515465.69,Closed,No
L02989,C0850,B030,6,22-06-22,21-06-24,4298412,12.69,39402.11,886340.84,3412071.16,Active,No
L02990,C1357,B026,3,03-04-23,01-04-29,1817094,12.18,16656.69,757222.49,1059871.51,Active,No
L02991,C1458,B007,5,28-08-22,27-08-26,2726007,14.09,24988.4,2015408.71,710598.29,Closed,No
L02992,C0997,B023,1,09-03-23,08-03-24,2436209,7.92,22331.92,2259723.83,176485.17,Active,No
L02993,C0212,B005,6,01-04-23,29-03-33,207032,9.77,1897.79,118442.73,88589.27,Defaulted,Yes
L02994,C0491,B002,3,03-11-23,31-10-33,2934014,9.91,26895.13,1639460.37,1294553.63,Defaulted,Yes
L02995,C0356,B021,6,16-10-22,15-10-26,853818,10.01,7826.66,648116.77,205701.23,Closed,No
L02996,C1110,B007,6,26-12-22,25-12-26,1356207,11.37,12431.9,1125299.71,230907.29,Closed,No
L02997,C0831,B022,4,22-11-23,19-11-33,4586858,15.45,42046.2,3888473.46,698384.54,Closed,No
L02998,C0668,B013,3,08-05-22,06-05-30,1845826,15.1,16920.07,440455.16,1405370.84,Active,No
L02999,C1148,B005,6,29-04-23,28-04-25,904100,14.19,8287.58,779651.52,124448.48,Active,No
L03000,C1069,B026,5,05-06-24,04-06-29,4032108,8.08,36960.99,3902389.9,129718.1,Closed,No
L03001,C0238,B014,1,09-01-24,08-01-26,117021,9.91,1072.69,69055.61,47965.39,Active,No
L03002,C0168,B004,5,15-02-23,13-02-32,2262542,9.43,20739.97,913304.22,1349237.78,Closed,No
L03003,C0354,B024,3,16-02-24,14-02-32,4936555,9.2,45251.75,2793997.47,2142557.53,Closed,No
L03004,C0690,B023,2,20-01-24,19-01-28,4430034,11.48,40608.65,4136752.4,293281.6,Closed,No
L03005,C1491,B016,4,09-01-24,08-01-25,4150462,7.95,38045.9,4052472.26,97989.74,Active,No
L03006,C0698,B008,2,28-07-23,26-07-29,4801895,14.95,44017.37,4369171.67,432723.33,Closed,No
L03007,C1137,B027,1,10-06-22,08-06-31,826001,15.25,7571.68,661438.04,164562.96,Closed,No
L03008,C1200,B002,5,13-02-24,11-02-31,1492484,12.83,13681.1,783469.25,709014.75,Active,No
L03009,C1473,B027,2,26-02-23,24-02-32,263818,15.44,2418.33,84084.61,179733.39,Active,No
L03010,C0130,B014,3,28-04-24,27-04-31,4890657,13.56,44831.02,3507920.46,1382736.54,Active,No
L03011,C1469,B001,1,16-11-23,15-11-27,4542661,12.96,41641.06,1394041.64,3148619.36,Active,No
L03012,C1216,B027,1,02-02-24,31-01-32,4062665,7.87,37241.1,843819.64,3218845.36,Closed,No
L03013,C1294,B017,6,09-09-22,07-09-29,4188759,14.85,38396.96,2580902.59,1607856.41,Active,No
L03014,C0461,B006,1,23-12-23,21-12-31,3746054,13.9,34338.83,3001218.97,744835.03,Defaulted,Yes
L03015,C1055,B008,3,24-03-24,22-03-33,394632,9.67,3617.46,259080.33,135551.67,Closed,No
L03016,C0902,B028,4,08-06-22,07-06-25,3750672,12.43,34381.16,2225522.43,1525149.57,Active,No
L03017,C1379,B028,3,22-12-22,20-12-28,597152,10.66,5473.89,526650.86,70501.14,Closed,No
L03018,C1387,B009,1,29-03-23,26-03-33,1217628,11.58,11161.59,659536.0,558092.0,Active,No
L03019,C1021,B016,5,30-05-23,28-05-29,963715,7.53,8834.05,537173.64,426541.36,Active,No
L03020,C0272,B025,2,05-04-24,05-04-25,438548,8.99,4020.02,155712.95,282835.05,Active,No
L03021,C0120,B007,2,03-07-22,01-07-29,3431971,12.81,31459.73,2365194.63,1066776.37,Defaulted,Yes
L03022,C0908,B008,2,19-09-22,19-09-23,2996697,12.39,27469.72,1011278.55,1985418.45,Defaulted,Yes
L03023,C0529,B025,1,03-01-24,01-01-31,376887,9.32,3454.8,376614.04,272.96,Active,No
L03024,C0305,B009,4,30-03-22,28-03-29,3729587,13.46,34187.88,2282329.57,1447257.43,Active,No
L03025,C0410,B016,6,12-01-23,09-01-33,1124850,12.25,10311.12,337584.92,787265.08,Closed,No
L03026,C0430,B013,6,26-01-22,24-01-29,618825,12.3,5672.56,480268.54,138556.46,Active,No
L03027,C0445,B009,2,02-08-22,01-08-25,1728417,11.76,15843.82,533739.33,1194677.67,Active,No
L03028,C1065,B008,4,30-12-22,29-12-25,3457513,14.66,31693.87,1132241.11,2325271.89,Defaulted,Yes
L03029,C0691,B025,5,02-05-24,01-05-28,1938079,8.32,17765.72,1158649.45,779429.55,Active,No
L03030,C1432,B023,1,27-08-22,27-08-23,2024579,11.85,18558.64,1566960.57,457618.43,Closed,No
L03031,C0070,B007,6,22-08-23,20-08-31,2718873,7.59,24923.0,853889.09,1864983.91,Active,No
L03032,C1399,B004,6,22-07-22,20-07-31,1702957,14.6,15610.44,658324.44,1044632.56,Closed,No
L03033,C1300,B025,1,11-06-23,10-06-26,1866155,10.38,17106.42,1169519.58,696635.42,Active,No
L03034,C0952,B008,4,14-05-23,13-05-25,4692135,12.24,43011.24,3288011.25,1404123.75,Active,No
L03035,C0233,B016,4,31-03-24,29-03-34,3217915,12.77,29497.55,2581388.42,636526.58,Closed,No
L03036,C0791,B010,3,08-07-23,06-07-29,238936,9.96,2190.25,218606.45,20329.55,Closed,No
L03037,C1427,B018,2,16-01-24,14-01-32,1308626,12.47,11995.74,362080.15,946545.85,Active,No
L03038,C1461,B005,6,11-06-22,09-06-30,3749683,9.09,34372.09,1617960.19,2131722.81,Active,No
L03039,C0419,B009,6,09-09-23,08-09-26,3695999,11.71,33879.99,2283816.16,1412182.84,Active,No
L03040,C0453,B020,4,24-07-23,21-07-33,1890000,14.78,17325.0,1339116.76,550883.24,Active,No
L03041,C0165,B023,3,25-04-23,24-04-24,4444305,9.4,40739.46,3955461.56,488843.44,Closed,No
L03042,C1381,B014,3,07-04-22,05-04-28,4376589,13.74,40118.73,2185251.63,2191337.37,Active,No
L03043,C0893,B014,6,29-11-23,26-11-32,350428,10.74,3212.26,105904.04,244523.96,Active,No
L03044,C0610,B016,4,19-11-23,17-11-31,408898,8.25,3748.23,213697.43,195200.57,Active,No
L03045,C0506,B005,5,01-11-22,29-10-32,4866753,10.37,44611.9,3219867.36,1646885.64,Active,No
L03046,C1081,B011,2,23-09-23,21-09-28,846811,8.67,7762.43,772682.87,74128.13,Active,No
L03047,C0722,B019,4,26-04-23,25-04-27,3297180,14.76,30224.15,1104941.27,2192238.73,Active,No
L03048,C0850,B008,5,29-03-23,26-03-33,2574273,9.56,23597.5,938885.2,1635387.8,Closed,No
L03049,C0713,B011,6,11-12-22,10-12-27,2524562,10.82,23141.82,519499.68,2005062.32,Active,No
L03050,C1052,B016,2,22-03-23,21-03-24,3187017,7.93,29214.32,1143211.99,2043805.01,Active,No
L03051,C0958,B007,4,27-01-24,25-01-31,863697,9.27,7917.22,183587.56,680109.44,Active,No
L03052,C0945,B007,6,31-01-24,30-01-27,1507145,8.86,13815.5,724543.7,782601.3,Active,No
L03053,C0549,B019,2,18-01-24,15-01-34,1815513,15.34,16642.2,777157.25,1038355.75,Active,No
L03054,C0254,B002,5,13-03-23,12-03-24,3383611,9.92,31016.43,690495.94,2693115.06,Active,No
L03055,C0047,B024,4,16-06-23,15-06-27,3713740,15.31,34042.62,1920242.45,1793497.55,Defaulted,Yes
L03056,C0917,B025,5,03-02-24,31-01-34,1393958,12.52,12777.95,739746.01,654211.99,Active,No
L03057,C1291,B009,1,22-07-22,20-07-30,4034496,15.43,36982.88,2466200.38,1568295.62,Closed,No
L03058,C0048,B020,2,25-03-24,23-03-32,588884,8.27,5398.1,488487.3,100396.7,Closed,No
L03059,C1346,B022,3,01-03-23,27-02-32,2554806,8.36,23419.06,2381675.1,173130.9,Closed,No
L03060,C1466,B009,4,20-10-22,18-10-29,3036595,15.19,27835.45,2432257.07,604337.93,Closed,No
L03061,C0438,B023,2,05-05-24,03-05-33,2617816,11.02,23996.65,1057475.35,1560340.65,Active,No
L03062,C1458,B011,2,17-07-23,14-07-32,577809,15.05,5296.58,459566.3,118242.7,Closed,No
L03063,C0180,B018,2,31-01-22,29-01-30,2882962,11.84,26427.15,1473749.59,1409212.41,Active,No
L03064,C1106,B017,2,07-11-22,05-11-30,3869504,9.69,35470.45,2143837.15,1725666.85,Active,No
L03065,C0826,B017,3,14-04-24,12-04-34,2314785,9.21,21218.86,1119911.84,1194873.16,Closed,No
L03066,C0307,B008,1,11-02-22,09-02-31,3414098,14.38,31295.9,1113658.67,2300439.33,Active,No
L03067,C1311,B006,3,23-10-23,22-10-27,3371007,9.89,30900.9,1430436.35,1940570.65,Closed,No
L03068,C1219,B011,2,14-06-24,14-06-26,2047787,8.99,18771.38,996579.43,1051207.57,Active,No
L03069,C1034,B015,1,15-04-22,15-04-23,3083570,11.67,28266.06,1576014.83,1507555.17,Closed,No
L03070,C1274,B010,4,16-02-22,14-02-29,1858058,7.51,17032.2,862313.54,995744.46,Active,No
L03071,C0904,B009,4,03-11-22,01-11-29,591557,13.38,5422.61,218609.92,372947.08,Active,No
L03072,C0873,B003,2,20-08-23,19-08-26,1127819,8.43,10338.34,818411.72,309407.28,Closed,No
L03073,C1177,B027,6,13-12-22,11-12-29,471445,13.09,4321.58,465792.55,5652.45,Active,No
L03074,C1457,B030,6,26-12-22,25-12-24,4724212,12.61,43305.28,3925447.39,798764.61,Closed,No
L03075,C0252,B011,5,17-10-23,14-10-33,472575,9.27,4331.94,110546.69,362028.31,Closed,No
L03076,C1464,B023,6,10-08-22,08-08-29,3227330,7.51,29583.86,983747.36,2243582.64,Active,No
L03077,C0001,B025,1,14-04-24,14-04-27,1974220,12.19,18097.02,1209209.62,765010.38,Active,No
L03078,C0217,B029,1,15-03-24,15-03-26,4142640,8.97,37974.2,1468227.43,2674412.57,Active,No
L03079,C1110,B003,3,29-10-22,27-10-31,3068063,7.94,28123.91,2714991.84,353071.16,Active,No
L03080,C1185,B004,2,05-02-24,03-02-31,860145,12.5,7884.66,583341.68,276803.32,Closed,No
L03081,C0248,B019,1,12-01-24,09-01-34,3234631,9.28,29650.78,740554.65,2494076.35,Active,No
L03082,C0887,B026,6,14-08-23,12-08-31,3554296,8.11,32581.05,2224292.05,1330003.95,Active,No
L03083,C0303,B020,2,08-01-22,07-01-25,4598541,13.51,42153.29,961897.54,3636643.46,Active,No
L03084,C0749,B001,4,20-05-24,20-05-26,4785034,12.3,43862.81,4429686.89,355347.11,Defaulted,Yes
L03085,C0288,B003,2,27-03-22,26-03-27,1389314,12.11,12735.38,1348011.28,41302.72,Active,No
L03086,C0544,B002,6,17-06-22,17-06-23,1230525,15.05,11279.81,287540.47,942984.53,Closed,No
L03087,C0965,B016,3,26-04-24,24-04-33,1888429,11.95,17310.6,1099821.78,788607.22,Closed,No
L03088,C0015,B013,4,30-01-23,29-01-25,1396035,8.05,12796.99,1079244.52,316790.48,Active,No
L03089,C1477,B002,6,05-07-22,04-07-26,3577194,14.83,32790.94,2973344.26,603849.74,Closed,No
L03090,C1005,B022,1,02-02-23,01-02-26,3208803,8.38,29414.03,3062975.79,145827.21,Active,No
L03091,C1111,B003,1,22-07-23,21-07-26,3720704,14.41,34106.45,887213.14,2833490.86,Closed,No
L03092,C1247,B030,2,29-12-23,28-12-27,2029567,7.97,18604.36,1826288.16,203278.84,Closed,No
L03093,C1015,B019,6,29-11-22,28-11-25,3096219,7.98,28382.01,2065095.12,1031123.88,Closed,No
L03094,C1358,B011,5,17-03-24,16-03-31,1363688,11.94,12500.47,514014.08,849673.92,Closed,No
L03095,C0216,B028,1,06-12-23,03-12-33,4335368,13.13,39740.87,3298742.91,1036625.09,Defaulted,Yes
L03096,C1122,B002,3,11-10-23,09-10-29,1003767,7.75,9201.2,659049.76,344717.24,Active,No
L03097,C0445,B026,4,17-06-22,17-06-23,847036,11.65,7764.5,213522.32,633513.68,Closed,No
L03098,C1141,B025,1,19-02-23,18-02-28,2399193,9.54,21992.6,1969207.82,429985.18,Defaulted,Yes
L03099,C1437,B003,6,26-03-24,24-03-34,3514748,11.5,32218.52,3064395.77,450352.23,Closed,No
L03100,C0484,B009,4,15-04-22,12-04-32,2252972,10.11,20652.24,519338.98,1733633.02,Closed,No
L03101,C0828,B001,5,15-10-22,13-10-28,4848280,14.13,44442.57,4364544.07,483735.93,Active,No
L03102,C0936,B009,3,29-05-23,27-05-30,391349,10.96,3587.37,207875.48,183473.52,Active,No
L03103,C0714,B019,6,25-07-23,24-07-24,1949172,11.4,17867.41,1456822.08,492349.92,Closed,No
L03104,C1268,B022,1,26-05-22,25-05-27,2399985,12.46,21999.86,630090.21,1769894.79,Active,No
L03105,C0391,B022,6,11-04-23,08-04-32,3816678,9.8,34986.22,3534857.72,281820.28,Active,No
L03106,C0708,B007,1,20-02-23,19-02-25,3376040,10.63,30947.03,2308724.4,1067315.6,Closed,No
L03107,C1291,B013,1,27-05-24,25-05-32,2496550,15.41,22885.04,1488680.91,1007869.09,Active,No
L03108,C0030,B005,6,20-11-23,18-11-30,3248453,8.54,29777.49,2962945.18,285507.82,Active,No
L03109,C0800,B013,2,05-04-24,03-04-33,3841238,10.69,35211.35,3710067.04,131170.96,Active,No
L03110,C0554,B026,4,09-01-22,07-01-31,1690823,12.26,15499.21,755380.61,935442.39,Active,No
L03111,C0811,B012,4,09-10-23,08-10-26,3565034,14.21,32679.48,2090869.21,1474164.79,Active,No
L03112,C0324,B003,3,03-02-24,01-02-32,4219405,15.11,38677.88,3616941.65,602463.35,Active,No
L03113,C0304,B009,2,31-07-22,30-07-26,827602,10.22,7586.35,640099.49,187502.51,Active,No
L03114,C0658,B024,5,16-12-22,13-12-32,3373891,9.97,30927.33,2918125.08,455765.92,Active,No
L03115,C0116,B011,2,04-02-23,04-02-24,624446,12.51,5724.09,350996.7,273449.3,Active,No
L03116,C0386,B024,1,20-01-24,17-01-33,2009765,9.68,18422.85,933267.26,1076497.74,Closed,No
L03117,C1278,B008,3,28-02-23,27-02-26,239739,9.44,2197.61,111121.35,128617.65,Defaulted,Yes
L03118,C0301,B030,5,10-05-22,09-05-27,1136660,14.83,10419.38,233359.71,903300.29,Active,No
L03119,C0568,B030,6,02-02-24,01-02-26,1997677,9.75,18312.04,1559047.03,438629.97,Closed,No
L03120,C0456,B009,6,01-02-22,31-01-26,4615155,12.95,42305.59,4342816.3,272338.7,Active,No
L03121,C1115,B005,6,13-10-23,11-10-28,4005536,7.86,36717.41,3608029.35,397506.65,Active,No
L03122,C1088,B005,2,02-06-22,01-06-24,910917,9.24,8350.07,858426.51,52490.49,Active,No
L03123,C1059,B003,5,30-09-23,29-09-25,4846689,12.73,44427.98,4325161.52,521527.48,Defaulted,Yes
L03124,C0334,B014,3,13-02-22,11-02-30,4855183,11.65,44505.84,2458145.51,2397037.49,Closed,No
L03125,C0741,B017,4,24-09-23,22-09-31,3750883,15.28,34383.09,3183054.41,567828.59,Closed,No
L03126,C1439,B010,5,05-03-24,03-03-33,3009399,15.1,27586.16,2688818.03,320580.97,Active,No
L03127,C1284,B005,3,28-05-22,27-05-27,1739315,9.86,15943.72,1390040.29,349274.71,Defaulted,Yes
L03128,C0240,B003,4,10-07-22,08-07-31,1175935,12.94,10779.4,836696.17,339238.83,Active,No
L03129,C0512,B009,3,15-02-24,13-02-30,1665030,9.34,15262.78,1070332.69,594697.31,Active,No
L03130,C0326,B001,3,24-01-24,22-01-32,4523039,10.67,41461.19,1580125.14,2942913.86,Defaulted,Yes
L03131,C1091,B005,5,22-03-23,19-03-32,3285078,15.26,30113.22,3061907.4,223170.6,Closed,No
L03132,C0915,B003,6,03-11-22,02-11-25,2792348,7.94,25596.52,2137306.16,655041.84,Closed,No
L03133,C0441,B023,4,29-04-23,26-04-32,2729039,10.38,25016.19,999062.31,1729976.69,Closed,No
L03134,C0280,B013,2,14-07-22,13-07-24,961702,12.75,8815.6,478094.93,483607.07,Closed,No
L03135,C0169,B009,3,05-02-22,04-02-26,4132946,7.53,37885.34,3608548.01,524397.99,Closed,No
L03136,C0569,B030,3,18-04-24,17-04-30,1121574,8.64,10281.1,237975.8,883598.2,Active,No
L03137,C0945,B010,3,18-03-24,17-03-28,3304039,9.21,30287.02,3122643.73,181395.27,Active,No
L03138,C0743,B008,2,02-09-23,01-09-27,4116674,14.6,37736.18,1141750.26,2974923.74,Active,No
L03139,C0886,B027,5,15-03-24,13-03-32,4970664,7.73,45564.42,4703587.78,267076.22,Active,No
L03140,C0620,B008,3,26-01-22,25-01-27,483427,12.3,4431.41,385315.18,98111.82,Closed,No
L03141,C0729,B027,5,24-05-23,22-05-30,3155941,12.52,28929.46,2496710.22,659230.78,Active,No
L03142,C0976,B017,4,22-01-24,21-01-25,4551692,15.08,41723.84,2816561.26,1735130.74,Active,No
L03143,C0315,B016,5,08-04-24,07-04-29,1197513,9.24,10977.2,350252.07,847260.93,Active,No
L03144,C0591,B019,1,24-03-23,23-03-27,1942058,9.22,17802.2,1188491.45,753566.55,Active,No
L03145,C0659,B009,5,14-06-22,14-06-23,1504077,14.94,13787.37,524882.83,979194.17,Closed,No
L03146,C0241,B010,6,26-03-23,23-03-32,215595,9.25,1976.29,93109.05,122485.95,Active,No
L03147,C1481,B028,4,10-02-23,09-02-28,4760505,7.55,43637.96,2716624.75,2043880.25,Active,No
L03148,C0724,B013,1,19-01-22,19-01-23,1955392,12.88,17924.43,1021010.79,934381.21,Active,No
L03149,C1126,B028,2,06-04-23,05-04-25,3267749,14.42,29954.37,3169337.57,98411.43,Active,No
L03150,C0436,B028,5,05-07-22,03-07-29,4619497,14.42,42345.39,1393458.66,3226038.34,Active,No
L03151,C0902,B005,4,05-07-23,03-07-28,1484397,13.17,13606.97,867791.98,616605.02,Closed,No
L03152,C0614,B024,3,09-08-22,06-08-32,1827973,15.49,16756.42,654504.08,1173468.92,Active,No
L03153,C0824,B013,6,18-03-23,16-03-30,4880837,7.76,44741.01,1624732.03,3256104.97,Closed,No
L03154,C0373,B007,3,07-10-22,06-10-27,4655690,9.14,42677.16,2243351.65,2412338.35,Active,No
L03155,C1152,B003,1,15-12-22,13-12-31,4470893,12.76,40983.19,3796226.2,674666.8,Active,No
L03156,C0536,B006,1,30-05-24,30-05-25,3732242,14.48,34212.22,1795907.55,1936334.45,Active,No
L03157,C0971,B025,6,07-02-24,06-02-25,2071649,9.96,18990.12,1189429.06,882219.94,Closed,No
L03158,C1084,B004,1,29-12-23,27-12-30,1991838,13.31,18258.52,1656069.24,335768.76,Active,No
L03159,C1132,B026,6,17-08-23,15-08-29,3032764,12.08,27800.34,2852536.12,180227.88,Closed,No
L03160,C1176,B025,2,22-09-22,21-09-24,1500225,9.17,13752.06,387959.98,1112265.02,Active,No
L03161,C0690,B019,4,23-05-24,23-05-27,3540278,11.41,32452.55,1255867.6,2284410.4,Closed,No
L03162,C0750,B019,2,18-04-23,16-04-29,3687553,13.81,33802.57,2270549.55,1417003.45,Active,No
L03163,C0183,B016,3,12-03-23,09-03-33,703162,8.08,6445.65,257986.56,445175.44,Closed,No
